id;orgao;objeto_licitacao;percentual;confianca;total_itens;itens_compativeis;principais_matches
07655269000155202618;MUNICIPIO DE MAURITI;Aquisição de Equipamento e Material Permanente Odontológico, visto que existe a necessidade de atender as demandas das Unidades Básicas de Saúde e CEO da Secretaria Municipal de Saúde de Mauriti/CE.;56.13;MEDIA;406;48;ALCOOL 70% ETILICO HIDRATADO 1... (82%)|MASCARA DESC.C/ELAST.TRIPLA BR... (70%)|ALCOOL 70% ETILICO HIDRATADO 1... (82%)|MASCARA DESC.C/ELAST.TRIPLA BR... (70%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1382837100010820268;MUNICIPIO DE CONCEICAO DA FEIRA;Aquisição de material penso, instrumentos cirúrgicos, insumos e correlatos, de acordo com a necessidade da secretaria municipal de Saúde de Conceição da Feira - BA;59.19;MEDIA;460;108;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
462236990001502026243;MUNICIPIO DE PIRAJU;Aquisição de medicamentos para atendimento dos pacientes usuários do SUS acompanhados pelo serviço social do Departamento de Saúde, com recursos oriundos de Emenda Parlamentar – Proposta n. 3600070463;81.16;ALTA;40;28;ALPRAZOLAM 1MG *(B-1) C/30 CPR... (50%)|BISOPROLOL 1,25MG C/30CPR (G)... (82%)|BUPROPIONA 150MG *(C-1) CX/30 ... (82%)|BUPROPIONA 150MG *(C-1) CX/30 ... (71%)|NALTREXONA 50MG C/30 CPR (I)... (70%)
11049806000190202622;MUNICIPIO DE CHA GRANDE;REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO MATERIAIS ODONTOLÓGICOS, PARA ATENDER AS NECESSIDADES DE FUNCIONAMENTO DAS UNIDADES BÁSICAS DE SAÚDE DA ESTRATÉGIA SAÚDE DA FAMÍLIA E AMBULATÓRIO DO;53.39;MEDIA;93;18;ALCOOL 70% ETILICO HIDRATADO 1... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)|BICARB.SODIO 8,4%  FR  250ML... (51%)
43465459000173202698;MUNICIPIO DE AMPARO;Constituição de sistema de registro de preços para eventual aquisição futura de medicamentos destinados a atender mandados judiciais (itens fracassados no PE nº 055/2025 e no PE nº 091/2025), pelo per;75.64;ALTA;7;3;CICLOBENZAPRINA 10MG C/30 CPR ... (72%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (73%)|LEVETIRACETAM 750MG C/30 CPR (... (82%)
1047636500014020262;FUNDO MUNICIPAL DE SAUDE DE ITATIAIA;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS (NUTRIÇÃO PARENTERAL),  VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA  MUNICIPAL DE SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES.;0.0;INCOMPATIVEL;7;0;
3697557100019920251063;FUNDO MUNICIPAL DE SAUDE;PROCESSO LICITATÓRIO PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA CONFECÇÃO DE MATERIAL GRAFICO PARA ATENDER TODA A DEMANDA DA SECRETARIA MUNICIPAL DE SAUDE E SEUS DEPARTAMENTOS;51.9;MEDIA;100;2;CAMPO 10X09 09G EST RAD DUPLA ... (52%)|CAMPO 10X09 09G EST RAD DUPLA ... (52%)
434654590001732026101;MUNICIPIO DE AMPARO;Constituição de sistema de registro de preços para eventual aquisição futura de medicamentos destinados a atender mandados judiciais (itens fracassados no PE nº 055/2025 e no PE nº 091/2025, conforme ;75.64;ALTA;7;3;CICLOBENZAPRINA 10MG C/30 CPR ... (72%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (73%)|LEVETIRACETAM 750MG C/30 CPR (... (82%)
46694139000183202667;MUNICIPIO DE JACAREI;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FORNECIMENTO DE MEDICAMENTOS - GRUPO 30.;77.97;ALTA;21;18;BIPERIDENO 2MG CX.C/200 COMP C... (52%)|BIPERIDENO 2MG CX.C/200 COMP C... (52%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)|CINARIZINA 25 MG CX/30 COMP (I... (82%)|CINARIZINA 25 MG CX/30 COMP (I... (82%)
1535920100015720266;MUNICIPIO DE JUINA;AQUISIÇÃO DE SUPLEMENTOS ALIMENTARES PARA ATENDER A DEMANDA DE ORDEM JUDICIAL, PARECER SOCIAL, ASSIM COMO AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE DE JUÍNA, ESTADO DE MATO GROSSO.;51.65;MEDIA;24;3;FRALDA G INFANTIL PCT C/60 FD ... (51%)|SUPLEMENTO ALIMENTAR 340 MG CX... (52%)|SUPLEMENTO ALIMENTAR 340 MG CX... (52%)
13673314000105202631;MUNICIPIO DE DOM BASILIO;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAL MÉDICO E PENSO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEX;52.29;MEDIA;367;60;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
27165554000103202642;MUNICIPIO DE VILA VELHA;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR, PARA ATENDIMENTO DA SECRETARIA MUNICIPAL DE SAÚDE;57.03;MEDIA;14;5;CLOREXIDINA 2% AQUOSA 30ML... (52%)|CLOREXIDINA 2% AQUOSA 30ML... (52%)|CLOREXIDINA 2% AQUOSA 30ML... (52%)|DETERGENTE ENZIMA 4 ENZ 1LT PR... (52%)|ALGODÃO HIDRÓFILO 100 GR BOLA... (78%)
18404780000109202612;MUNICIPIO DE TEOFILO OTONI;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE TEÓFILO OTONI/MG.;55.59;MEDIA;100;56;SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
139370320001602026274;ESTADO DA BAHIA; Aquisição de equipamento médico-hospitalar (ENDOSCOPIO RIGIDO), para compor o sistema de registro de preço.;0.0;INCOMPATIVEL;1;0;
0873217400015020268;MUNICIPIO DE CUITE;[LICITANET] - AQUISIÇÃO DE MEDICAMENTOS ESSENCIAIS PARA ATENDER ÀS DEMANDAS DAS UNIDADES BÁSICAS DE SAÚDE (UBS), HOSPITAL MUNICIPAL E DEMAIS PROGRAMAS DE ASSISTÊNCIA FARMACÊUTICA DA REDE PÚBLICA DE SA;0.0;INCOMPATIVEL;3;0;
139370320001602026268;ESTADO DA BAHIA;CONJUNTO, cateter vascular, totalmente implantável- CICAN;57.09;MEDIA;1;1;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
139370320001602026276;ESTADO DA BAHIA;"Aquisição de material de consumo médico-hospitalar e de insumos de radiodiagnóstico por imagem
(CURATIVO, SONDA, FIO ETC), para compor o sistema de registro de preço.";51.9;MEDIA;7;1;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
139370320001602026267;ESTADO DA BAHIA;Aquisição de MATERIAL DE CONSUMO MÉDICO-HOSPITALAR E DE INSUMOS DE RADIODIAGNÓSTICO POR IMAGEM - KIT, ALÇA, PINÇA, para atendimento à demandas do HOSPITAL GERAL ROBERTO SANTOS - HGRS.;0.0;INCOMPATIVEL;8;0;
139370320001602026273;ESTADO DA BAHIA;"Aquisição material de consumo médico-hospitalar e de insumos de radiodiagnóstico por imagem
(LUVA), para compor o sistema de registro de preço.";0.0;INCOMPATIVEL;10;0;
08999674000153202625;MUNICIPIO DE SOUSA;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO DE DIETAS ENTERAIS, LEITES ESPECIAIS E SUPLEMENTOS ALIMENTARES, DESTINADOS AO ATENDIMENTO DAS DEMANDAS JUDICIAIS;51.9;MEDIA;41;2;SUPLEMENTO ALIMENTAR 340 MG CX... (52%)|SUPLEMENTO ALIMENTAR 340 MG CX... (52%)
14109763000180202624;MUNICIPIO DE CAMACARI;Registro de preços para aquisição de medicamentos diversos, devido à necessidade da continuidade das ações em saúde do Município de Camaçari/BA.;75.43;ALTA;5;3;FLUMAZENIL 0,1MG/5ML C/50 AMP ... (52%)|DIAZEPAM 10 MG CX/1000 CPR *(B... (82%)|DIVALPROATO SODIO 250MG C/30 C... (79%)
4652316300015020267;MUNICIPIO DE MAIRIPORA;Contratação de empresa especializada na realização de exames laboratoriais de patologia clínica, citologia e anatomia patológica em caráter de rotina e/ou de urgência/emergência, compreendendo os proc;0.0;INCOMPATIVEL;1;0;
0523841300012220261;CONSORCIO REGIONAL DE SAUDE SUL DE MATO GROSSO;"""PREGÃO ELETRÔNICO PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS NA PRESTAÇÃO DE SERVIÇOS MÉDICOS, COMPREENDENDO A EXECUÇÃO DE EXAMES LABORATORIAIS DE ANÁLISES CLÍNICAS, ABRANGENDO BIO";51.9;MEDIA;286;6;ACIDO FOLICO 0,2MG/ML 30ML... (52%)|ADENOSINA 3MG/ML 2ML IV C/5 AM... (52%)|AAS 100 MG INF C/500 CPR... (52%)|GLICOSE 25 %  10 ML CX C/200... (52%)|GLICOSE 25 %  10 ML CX C/200... (52%)
0655420800013920266;MUNICIPIO DE JOAQUIM PIRES;CONTRATAÇÃO DE EMPRESAS PARA FORNECIMENTO DE MEDICAMENTOS, INSUMOS DE SAÚDE E CORRELATOS, DESTINADOS À SECRETARIA MUNICIPAL DE SAÚDE DE JOAQUIM PIRES – PI.;73.47;ALTA;494;246;BIPERIDENO 2MG CX.C/200 COMP C... (82%)|BROMAZEPAM 6MG CX/30 CPR *(B-1... (78%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (72%)|DIAZEPAM 10 MG CX/1000 CPR *(B... (77%)|PROMETAZINA 25 MG CX/200 COMP... (82%)
014095800001382026206;ESTADO DE GOIAS;Registro de Preços de medicamentos do Componente Especializado da Assistência Farmacêutica – CEAF e/ou Complementares ao CEAF para atendimento a SES-GO.;66.15;MEDIA;4;2;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|ATROPINA 0,25% CX/100  1ML... (74%)
07954480000179202525750;ESTADO DO CEARA;O objeto da licitação é o Registro de Preço para futuras e eventuais aquisições de medicamentos, nas condições estabelecidas neste edital e seus anexos;70.56;ALTA;4;2;OCTREOTIDA 0,1MG/ML  INJ 5 AMP... (82%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)
07954480000179202525749;ESTADO DO CEARA;O objeto da licitação é o Registro de Preço para futuras e eventuais aquisições de Material Médico Hospitalar, nas condições estabelecidas neste edital e seus anexos.;0.0;INCOMPATIVEL;2;0;
0795448000017920261076;ESTADO DO CEARA;O objeto da licitação é o Registro de Preço para futuras e eventuais aquisições de medicamentos, nas condições estabelecidas neste edital e seus anexos.;70.13;ALTA;8;5;ACIDO FOLICO 0,2MG/ML 30ML... (72%)|TERBUTALINA SULF.0,5MG/ML 1ML ... (50%)|COLAGENASE C/CLOR.BIS 30G C/10... (82%)|DICLOF.SODIO 50 MG CX C/20... (73%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)
0795448000017920261077;ESTADO DO CEARA;O objeto da licitação é o Registro de Preço para futuras e eventuais aquisições de MATERIAL MÉDICO HOSPITALAR, nas condições estabelecidas neste Edital e seus anexos;0.0;INCOMPATIVEL;6;0;
0542454000011620264;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO DE JANEIRO;Registro de preços, válido por 1 (um) ano, prorrogável por igual período,  para execução de serviço de vacinação, com aplicação/gesto vacinal e   fornecimento de até 2200 doses de vacinas contra gripe;73.65;ALTA;2;1;BUPIVACAINA 0,5%  S/V 20ML TRA... (70%)
00394700000108202651;DISTRITO FEDERAL SECRETARIA DE SAUDE;Aquisição de medicamento(s) pertencente(s) ao(s) Grupo 09.J.02.(A ANTIMICÓTICOS DE USO SISTÊMICO), Grupo 09.J.01.D (OUTROS ANTIBACTERIANOS BETA-LACTÂMICOS) e Grupo 09.J.02.(A ANTIMICÓTICOS DE USO SIST;82.89;ALTA;11;7;FLUCONAZOL 150 MG C/100CAPS... (82%)|VORICONAZOL 200MG F/A (G)... (82%)|VORICONAZOL 200MG F/A (G)... (82%)|CEFALOTINA 1GR C/50 F/A S/D (G... (50%)|ANFOTERICINA B 50MG 10ML CX.25... (82%)
27165554000103202644;MUNICIPIO DE VILA VELHA;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS, PARA ATENDIMENTO DA SECRETARIA MUNICIPAL DE SAÚDe.;73.18;ALTA;8;4;ETOMIDATO 2MG/ML CX/25AMP 10ML... (70%)|SULFATO MAGNESIO 10 % 10ML CX.... (79%)|VANCOMICINA 500MG PÓ INJ IV C/... (52%)|OXITOCINA 5 UI/ML 1 ML  CX/50 ... (78%)
003945440001852026228;MINISTERIO DA SAUDE;Aquisição de Medicamentos Gerais. ( PROCESSO: 25410.008067/2025-58 );87.34;ALTA;16;14;ALOPURINOL 300MG CX/500 CPR (G... (82%)|ESPIRONOLACTONA 100 MG CX/30 C... (82%)|ESPIRONOLACTONA 100 MG CX/30 C... (82%)|FUROSEMIDA 20MG C/100 AMP. 2ML... (82%)|FUROSEMIDA 20MG C/100 AMP. 2ML... (82%)
0795448000017920261078;ESTADO DO CEARA;O objeto da licitação é a prestação do SERVIÇO MÉDICO-HOSPITALAR DESTINADO À REALIZAÇÃO DE SESSÕES DE TRATAMENTO, incluindo o fornecimento dos seus respectivos medicamentos, conforme prescrição consta;0.0;INCOMPATIVEL;1;0;
46374500000194202513038;SECRETARIA DE ESTADO DA SAUDE;Registro de preço para aquisição de medicamentos PERP 363/2025;79.05;ALTA;5;3;LEVOTIROXINA 100MCG C/30 (I) (... (73%)|DIVALPROATO SODIO 250MG C/30 C... (79%)|CICLOBENZAPRINA 10MG C/30 CPR ... (72%)
003945440001852026230;MINISTERIO DA SAUDE;Aquisição de Medicamentos Importados.;70.72;ALTA;4;3;VANCOMICINA 500MG PÓ INJ IV C/... (72%)|CARMELOSE SODICA 5MG/ML FR 10M... (50%)|AZITROMICINA 500MG C/500 CPRS ... (75%)
46374500000194202513037;SECRETARIA DE ESTADO DA SAUDE;Registro de preço para aquisição de medicamentos PERP 361/2025;75.22;ALTA;9;6;CLONAZEPAM 0,5 MG C/480 CPR ZI... (52%)|CLONAZEPAM 0,5 MG C/480 CPR ZI... (82%)|RISPERIDONA 1 MG CX/200 CPR *(... (73%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)
20267427000168202589;FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Licitação, na modalidade PREGÃO, na forma ELETRÔNICA, para o REGISTRO DE PREÇOS para futura e eventual aquisição de Medicamentos, necessários para atender as necessidades dos pacientes do Hospital da ;74.28;ALTA;29;18;HIOSCINA  10 MG CX/20 COMP... (52%)|DIMENID+CLOR.PIRIDOXINA FR20MM... (58%)|CLOR.DE SODIO 0,9% 10 ML CX/20... (82%)|PROMETAZINA 25 MG CX/200 COMP... (73%)|CLOR.DE POTASSIO 10%  10ML CX ... (82%)
463745000001942026996;SECRETARIA DE ESTADO DA SAUDE;Aquisição de medicamentos diversos para atender a demanda judicial do departamento regional de saúde de franca - drs8.;76.04;ALTA;12;10;METFORMINA 500MG C/30 CPR (G)... (52%)|BROMOPRIDA 10 MG (G) CAP C/20... (82%)|BUPROPIONA 150MG *(C-1) CX/30 ... (52%)|CLOMIPRAMINA 25MG C/ 20 CPR CL... (82%)|LACTULOSE XP 667MG/ML C/120ML ... (71%)
4637450000019420261338;SECRETARIA DE ESTADO DA SAUDE;Aquisição de medicamentos diversos para atender a demanda judicial do departamento regional de saúde de franca - drs8.;73.72;ALTA;8;7;ESCITALOPRAM 20MG/ML 15ML (G)... (72%)|ESOMEPRAZOL 40 MG CPR (G) C/14... (82%)|OXCARBAZEPINA 300MG C/60 CPR (... (82%)|PAROXETINA 20MG *(C-1) CX/30 C... (52%)|SERTRALINA 50 MG CX/490 COM *(... (52%)
560234430001522026105;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE RPUSP;Constituição de sistema de registro de preços para aquisição futura e eventual de medicamentos.;0.0;INCOMPATIVEL;2;0;
003945440001852026231;MINISTERIO DA SAUDE;Aquisição de Medicamentos Equivalente Terapêutico. ( PROCESSO: 25410.008211/2025-56 );87.45;ALTA;5;3;SUNITINIBE 25MG CAP C/28... (82%)|SUNITINIBE 25MG CAP C/28... (82%)|SUNITINIBE 25MG CAP C/28... (82%)
463745000001942026682;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Medicamento Importado para o atendimento de Demandas Judiciais.;0.0;INCOMPATIVEL;1;0;
463745000001942026684;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Medicamento Importado para o atendimento de Demandas Judiciais. ;0.0;INCOMPATIVEL;1;0;
463745000001942026685;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Medicamento Importado para o atendimento de Demandas Judiciais.;0.0;INCOMPATIVEL;1;0;
17702499000262202611;MUNICIPIO DE CATAGUASES;Registrar preços para futura e eventual contratação de empresa especializada em fornecimento de medicamentos de A à Z, classificados como referência (éticos e biológicos), genéricos e similares, conti;0.0;INCOMPATIVEL;3;0;
10572022000180202654;SECRETARIA DE ADMINISTRACAO;Formação de Ata de Registro de Preços para o fornecimento eventual dos MEDICAMENTOS, conforme especificações e quantitativos previstos no Termo de Referência (Anexo I), visando atender às demandas do ;57.82;MEDIA;17;6;SUNITINIBE 25MG CAP C/28... (52%)|SUNITINIBE 25MG CAP C/28... (52%)|LORATADINA 10MG C/12 CPR... (50%)|LORATADINA 10MG C/12 CPR... (50%)|SUNITINIBE 25MG CAP C/28... (71%)
3378105500013520252457;FUNDACAO OSWALDO CRUZ;Aquisição eventual de medicamentos psicotrópicos e entorpescentes (Controlados pela Port. MS 344/98);83.14;ALTA;20;19;CARBAMAZEPINA 400 MG C/200CPR ... (82%)|CLONAZEPAM 0,5 MG C/480 CPR ZI... (82%)|DEXTROCETAMINA  50MG/ML C/50AM... (72%)|FENITOINA 100 MG CX/100 CPRS *... (71%)|FENOBARBITAL 4% GTS VD 20 ML (... (73%)
3922358100016620266;MUNICIPIO DE RIO DAS OSTRAS;Aquisição de insulina análoga basal de ação prolongada e insulina análoga de ação rápida, visando o atendimento da demanda da secretaria de saúde.;55.55;MEDIA;3;3;NIMESULIDA 100 MG CX/600 CPR (... (50%)|NIMESULIDA 100 MG CX/600 CPR (... (50%)|NIMESULIDA 100 MG CX/600 CPR (... (50%)
138643770001302026153;FUNDO MUNICIPAL DE SAUDE - FMS;REGISTRO DE PREÇOS PARA o FORNECIMENTO DE MEDICAMENTOS INJETÁVEIS PEQUENOS VOLUMES E SOLUÇÕES HIDROELETROLÍTICAS;80.7;ALTA;4;4;ADENOSINA 3MG/ML 2ML IV C/5 AM... (82%)|DESLANOSIDEO 0,2MG/ML 50 AMP 2... (81%)|BICARB.SODIO 8,4%  FR  250ML... (79%)|AGUA BI-DESTILADA SIST. FECH 2... (51%)
60448040000122202676;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA U S P;Aquisição de de ACARBOSE 50 MG COMPRIMIDO, FENILEFRINA (CLORIDRATO) 10 MG/ML SOLUÇÃO INJETÁVEL AMP 1 ML, MISOPROSTOL 200 MCG COMPRIMIDO VAGINAL, SULFAMETOXAZOL+TRIMETOPRIMA(80 MG+16 MG)/ML SOL INJ AMP;79.41;ALTA;10;6;BISOPROLOL 1,25MG C/30CPR (G)... (72%)|SULFA+TRIMETOPRIMA 400MG+80MG ... (61%)|CIMETIDINA 300 MG CX/100  AMP.... (72%)|CARBON CALCIO 500 MG+COLECALI ... (79%)|CETOPROFENO 100MG IM C/100 AMP... (82%)
10572022000180202655;SECRETARIA DE ADMINISTRACAO;Formação de Registro de Preços Corporativo para o eventual fornecimento de Material Médico Hospitalar Compressa de Gaze, visando atender às necessidades dos órgãos da Administração Direta, dos Fundos ;0.0;INCOMPATIVEL;10;0;
02451938000153202649;MUNICIPIO DE ITABERAI;Aquisição de Materiais Farmacológico e Hospitalares.   ;78.87;ALTA;77;67;ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACIDO FOLICO 0,2MG/ML 30ML... (72%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|AGUA BI-DESTILADA SIST. FECH 2... (51%)|AMPICILINA 1G CX C/100  F/A CI... (82%)
07954480000179202525757;ESTADO DO CEARA;REGISTRO DE PREÇO - MATERIAL MÉDICO HOSPITALAR;0.0;INCOMPATIVEL;9;0;
07539273000158202614;MUNICIPIO DE VARZEA ALEGRE;"Contratação para o fornecimento de medicamentos através da oferta de maior percentual de desconto sobre a listagem de medicamentos de ""A"" a ""Z"" constantes na tabela da Associação Brasileira do Comérci";0.0;INCOMPATIVEL;4;0;
0276000400010120264;CONSORCIO PUBLICO DA REGIAO SUDOESTE SERRANA - CIM PEDRA AZUL;REGISTRO DE PREÇOS DE MEDICAMENTOS INJETÁVEIS.;77.05;ALTA;105;94;ACIDO FOLICO 0,2MG/ML 30ML... (72%)|ACIDO TRANEXAMICO 250MG C/100 ... (80%)|ADENOSINA 3MG/ML 2ML IV C/5 AM... (52%)|AMINOFILINA 240 MG 10ML C/100 ... (82%)|AMIODARONA  50MG/ML 3ML C/100 ... (52%)
11870726000100202643;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MORRINHOS;LICITAÇÃO PARA AQUISIÇÃO DE MATERIAL DE CONSUMO DE LABORATÓRIO PARA SUPRIR AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE;55.73;MEDIA;102;8;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)|GLICOSE 25 %  10 ML CX C/200... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
424986000001712026437;ESTADO DO RIO DE JANEIRO;Medicamentos Específicos do HEMORIO - Medicamentos Antineoplásicos, Quimioterápicos e/ou Adjuvantes.;51.9;MEDIA;3;1;GENCITABINA 200G PÓ INJ FA VD ... (52%)
424986000001712026438;ESTADO DO RIO DE JANEIRO;Aquisição de Medicamento da Grade Geral - Insulina Regular Humana 100 ui/mL - 10 mL;0.0;INCOMPATIVEL;1;0;
4512685100011320269;MUNICIPIO DE ITAJOBI;REGISTRO DE PREÇOS DE BOMBA DE INSULINA E SEUS INSUMOS PARA ATENDER ORDEM JUDICIAL;0.0;INCOMPATIVEL;10;0;
0164857300019920264;FUNDO MUNICIPAL DE SAUDE DE PINHEIRAL;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAIS MÉDICOS, DESTINADOS A ATENDER ÀS NECESSIDADES DO HOSPITAL MUNICIPAL PREFEITO AURELINO GONÇALVES BARBOSA E DAS UNIDADES DE SAÚDE VINCULA;54.38;MEDIA;400;74;AGUA OXIGENADA 10 VOL 100 ML... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
48344014000159202623;MUNICIPIO DE GUAIRA;AQUISIÇÃO DE MEDICAMENTOS PADRONIZADOS, INJETÁVEIS E SOLUÇÕES OFTÁLMICAS;82.3;ALTA;49;45;ACIDO PERACETICO 0,2% 5L... (51%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|AMBROXOL ADU.30MG/5ML C/60 100... (52%)|AMBROXOL ADU.30MG/5ML C/60 100... (52%)|AMINOFILINA 240 MG 10ML C/100 ... (82%)
0778169900011320261;FUNDO MUNICIPAL DE SAUDE DE POMBOS-PE;Contratação de empresa especializada para prestação de serviços em fornecimento parcelado e interrupto de Gases Medicinais para Uso Hospitalar incluindo Concessão dos materiais necessários para acondi;0.0;INCOMPATIVEL;6;0;
424986000001712026442;ESTADO DO RIO DE JANEIRO;1.1. O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento(s): LURASIDONA 20 MG COMPRIMIDO REVESTIDO, LURASIDONA 40 MG COMPRIMIDO REVESTIDO e LUR;0.0;INCOMPATIVEL;3;0;
424986000001712026444;ESTADO DO RIO DE JANEIRO;O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento(s): MESILATO DE IMATINIBE 100 MG COMPRIMIDO REVESTIDO e MESILATO DE IMATINIBE 400 MG COMPRI;0.0;INCOMPATIVEL;2;0;
45781176000166202638;MUNICIPIO DE AMERICANA;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DA CLASSE “ASSEPSIA” PARA ATENDIMENTO DA DEMANDA DAS UNIDADES DE SAÚDE;65.5;MEDIA;16;12;ALCOOL 70% ETILICO HIDRATADO 1... (82%)|CLOR.DE SODIO 0,9% 10 ML CX/20... (75%)|AGUA OXIGENADA 10 VOL 100 ML... (52%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)
079546050001602026145;MUNICIPIO DE FORTALEZA;AQUISIÇÕES DE MMH - ABSORVENTE PÓS PARTO E OUTROS INSUMOS;51.9;MEDIA;17;5;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|SONDA URETRAL N.12... (52%)|SONDA URETRAL N.12... (52%)
6802091600014720267;MUNICIPIO DE BERTIOGA;AQUISIÇÃO DE BISTURI ELETRÔNICO E MÁQUINA DE HEMODIÁLISE, CONFORME SOLICITAÇÃO DA SECRETARIA MUNICIPAL DE SAÚDE;0.0;INCOMPATIVEL;2;0;
424986000001712026451;ESTADO DO RIO DE JANEIRO;O presente Termo de Referência tem por objetivo apontar os fundamentos da contratação proposta e sua viabilidade para aquisição de medicamentos, com a finalidade de atender às unidades de saúde sob ge;0.0;INCOMPATIVEL;3;0;
424986000001712026447;ESTADO DO RIO DE JANEIRO;Requisição de Medicamentos da Grade Geral - Medicamentos Diversos.;55.53;MEDIA;10;7;AZITROMICINA 500MG C/500 CPRS ... (52%)|CEFEPIMA 1G C/50 F/A (G)... (52%)|CEFTAZIDIMA 1GR CX 20 F/A CEFT... (52%)|CEFUROXIMA 750 MG CX C/50 F/A ... (52%)|DOBUTAMINA 250 MG  CX/10 AMP 2... (52%)
